17488,71.187,4
17690,72.009,7
17889,72.819,11
18094,73.654,15
18298,74.484,17
18577,75.62,23
18712,76.169,26
18906,76.959,30
19108,77.781,34
19310,78.604,37
19510,79.418,41
19706,80.216,43
20106,81.844,47
20298,82.626,51
20501,83.452,54
20708,84.295,58
20920,85.158,61
21138,86.045,64
21363,86.961,67
21589,87.881,71
21812,88.789,70
22040,89.717,70
22265,90.633,70
22495,91.569,69
22716,92.469,70
22935,93.36,73
23018,93.698,75
23145,94.215,76
23328,94.96,76
23516,95.726,76
23698,96.467,77
23866,97.15,80
24030,97.818,80
24198,98.502,81
24364,99.178,82
24532,99.862,83
24704,100.56,84
24872,101.25,85
24872,101.25,81
0.1,-0.0036637,78
25367,103.26,78
25647,104.4,75
26940,109.66,74
26940,109.66,70
28034,114.12,68
28034,114.12,59
0.1,-0.0036637,54
29019,118.13,53
29277,119.18,52
29477,119.99,52
29671,120.78,49
30118,122.6,50
30266,123.2,48
30512,124.21,48
30674,124.86,47
30928,125.9,46
31186,126.95,47
31323,127.51,44
31776,129.35,46
32152,130.88,48
32478,132.21,54
32563,132.55,64
32635,132.85,66
32801,133.52,70
32983,134.26,72
33196,135.13,76
33394,135.94,81
33550,136.57,81
33817,137.66,80
34090,138.77,81
34238,139.37,81
34572,140.73,80
34762,141.51,82
34936,142.21,84
35041,142.64,87
35172,143.18,89
35320,143.78,89
35446,144.29,94
35557,144.74,95
35847,145.92,99
35960,146.38,95
36115,147.01,90
36277,147.67,97
36337,147.92,99
36474,148.48,107
36539,148.74,107
36710,149.44,109
36817,149.87,114
36920,150.29,115
37130,151.15,114
37311,151.88,118
37433,152.38,122
37518,152.73,121
37794,153.85,119
37925,154.38,122
38011,154.73,125
38113,155.15,121
38406,156.34,126
38470,156.6,130
38587,157.08,127
38778,157.85,129
38898,158.34,135
38966,158.62,129
39085,159.1,130
39192,159.54,122
39480,160.71,123
39600,161.2,121
39767,161.88,117
39983,162.76,121
40080,163.15,121
40263,163.9,118
40497,164.85,114
40658,165.51,121
40733,165.81,122
40848,166.28,120
40967,166.77,117
41118,167.38,119
41279,168.04,111
41527,169.05,109
41683,169.68,112
41798,170.15,111
41940,170.73,105
42088,171.33,109
42161,171.63,107
42303,172.2,108
42518,173.08,106
42725,173.92,106
42893,174.61,105
43134,175.59,102
43290,176.22,102
43475,176.98,105
43607,177.51,107
43716,177.96,101
43896,178.69,100
44044,179.29,100
44166,179.79,99
44322,180.42,102
44430,180.86,104
44578,181.47,103
44775,182.27,100
44972,183.07,100
45124,183.69,102
45232,184.13,97
45372,184.7,96
45521,185.3,97
45694,186.01,101
45802,186.45,100
46006,187.28,106
46082,187.59,107
46236,188.21,112
46316,188.54,110
46488,189.24,107
46704,190.12,107
46871,190.8,108
46997,191.31,106
47203,192.15,104
47455,193.18,102
47597,193.76,105
47700,194.17,105
47874,194.88,108
47979,195.31,107
48178,196.12,106
48299,196.61,111
48378,196.93,108
48702,198.25,108
48867,198.93,104
49142,200.04,108
49244,200.46,104
49369,200.97,110
49436,201.24,107
49551,201.71,110
49658,202.15,110
49859,202.96,113
49959,203.37,113
50095,203.92,113
50267,204.62,116
50392,205.13,115
50598,205.97,111
50835,206.94,112
50959,207.44,113
51054,207.83,116
51170,208.3,113
51412,209.29,106
51663,210.31,108
51824,210.96,110
51938,211.43,112
52112,212.14,111
52230,212.62,109
52422,213.4,108
52495,213.69,107
52629,214.24,109
52714,214.59,112
52824,215.03,110
52963,215.6,110
53104,216.17,113
53206,216.59,112
53355,217.2,111
53629,218.31,117
53706,218.62,119
53799,219,115
54015,219.88,114
54147,220.42,119
54243,220.81,127
54310,221.08,130
54404,221.47,131
54505,221.88,131
54679,222.58,132
54785,223.02,134
54896,223.47,132
